symbol,name,fund_size
159915,cyb,
513130,hs_tech,
513100,nasdaq,
159509,nas_tech,
164824,india,
159201,fcash,
512800,bank,
159326,grid,
518880,gold,
515880,telecom,
159819,ai,
159206,satellite,
159852,software,
513090,hksec,
159518,sp_oil_gas,
159981,ener_chem,
159502,sp_biotech,
159259,growth,
159273,cloud,
159636,hk_tech30,
588170,kc_semi,
