symbol,name,fund_size
159915,创业板ETF,
513100,纳指ETF,
159509,纳指科技ETF,
164824,印度基金LOF,
159326,电网设备ETF,
518880,黄金ETF,
515880,通信ETF,
159819,人工智能ETF,
159206,卫星ETF,
159852,软件ETF,
159518,标普油气ETF,
159981,能源化工ETF,
159502,标普生物科技ETF,
159259,成长ETF,
159636,港股通科技30ETF,
588170,科创半导体ETF,
512800,银行ETF华宝,
512690,酒ETF鹏华,33457750200.0
